"filename", "language", "JSON", "JSON with Comments", "TypeScript", "JavaScript", "comment", "blank", "total"
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\Script\UI\MainScene\MainPage.ts", "TypeScript", 0, 0, 33, 0, 0, 4, 37
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\Script\UI\MainScene\MainScene.ts", "TypeScript", 0, 0, 26, 0, 2, 5, 33
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\Script\UI\MainScene\TaskList\Task.ts", "TypeScript", 0, 0, 7, 0, 30, 8, 45
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\Script\UI\MainScene\TaskList\TaskList.ts", "TypeScript", 0, 0, 15, 0, 0, 4, 19
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\Script\UI\MainScene\TaskList\TaskMgr.ts", "TypeScript", 0, 0, 7, 0, 30, 8, 45
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\Script\UI\StageScene\StageDetails.ts", "TypeScript", 0, 0, 83, 0, 0, 9, 92
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\Script\UI\StageScene\StageMaker.ts", "TypeScript", 0, 0, 37, 0, 8, 7, 52
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\Script\UI\StageScene\StageMgr.ts", "TypeScript", 0, 0, 35, 0, 2, 9, 46
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\Script\UI\StageScene\StagePage.ts", "TypeScript", 0, 0, 92, 0, 0, 11, 103
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\Script\UI\StageScene\StagePoint.ts", "TypeScript", 0, 0, 102, 0, 0, 6, 108
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\Script\UI\StageScene\StageScene.ts", "TypeScript", 0, 0, 13, 0, 0, 2, 15
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\Script\UI\UIBase.ts", "TypeScript", 0, 0, 49, 0, 6, 15, 70
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\Script\UI\UIContainer.ts", "TypeScript", 0, 0, 55, 0, 5, 8, 68
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\Script\UI\UIMgr.ts", "TypeScript", 0, 0, 153, 0, 0, 13, 166
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\resources\config\alert.json", "JSON", 39, 0, 0, 0, 0, 0, 39
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\resources\config\base.json", "JSON", 38, 0, 0, 0, 0, 0, 38
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\resources\config\bundle_list.json", "JSON", 3, 0, 0, 0, 0, 0, 3
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\resources\config\hero.json", "JSON", 193, 0, 0, 0, 0, 0, 193
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\resources\config\items.json", "JSON", 74, 0, 0, 0, 0, 0, 74
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\resources\config\monsters.json", "JSON", 84, 0, 0, 0, 0, 0, 84
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\resources\config\soldier.json", "JSON", 207, 0, 0, 0, 0, 0, 207
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\resources\config\stage.json", "JSON", 264, 0, 0, 0, 0, 0, 264
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\resources\config\start_scene.json", "JSON", 27, 0, 0, 0, 0, 0, 27
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\resources\config\texture.json", "JSON", 77, 0, 0, 0, 0, 0, 77
"d:\PZB\Cocos3D\HelloTK3.4.0\assets\resources\config\ui.json", "JSON", 20, 0, 0, 0, 0, 0, 20
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\application.8a6fe.js", "JavaScript", 0, 0, 0, 183, 2, 25, 210
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\assets\start-scene\config.9e21e.json", "JSON", 1, 0, 0, 0, 0, 0, 1
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\assets\start-scene\import\02\0248a9e15.62a1a.json", "JSON", 1, 0, 0, 0, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\assets\start-scene\index.9e21e.js", "JavaScript", 0, 0, 0, 60, 1, 46, 107
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos-js\_commonjsHelpers-19d0a8b5.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos-js\array-collision-matrix-ec6af177.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos-js\cc.js", "JavaScript", 0, 0, 0, 109, 0, 35, 144
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos-js\collision-matrix-28b2cee7.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos-js\index-bdb8067d.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos-js\instantiated-9922024b.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos-js\physics-ammo.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos-js\physics-framework.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos-js\tuple-dictionary-5e20c301.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos-js\wait-for-ammo-instantiation.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\2d.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\3d.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\audio.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\base.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\camera-component-ec549211.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\capsule-1280d817.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\create-mesh-9aab53f1.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\deprecated-0fa1cf2f.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\deprecated-81ea4bff.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\deprecated-ddee6a28.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\gfx-webgl.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\graphics-f8140643.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\index-31f38084.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\index-60bf8166.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\index-da6f70c6.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\intersection-2d-5766c37d.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\intersection-2d.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\json-asset-1a4fee7d.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\mesh-c8768986.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\mesh-renderer-86d175c0.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\particle.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\plugin.json", "JSON", 3, 0, 0, 0, 0, 1, 4
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\primitive.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\profiler.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\renderable-2d-f6cb180f.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\renderable-component-b5e46bae.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\signature.json", "JSON", 1, 0, 0, 0, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\skeleton-314b4fa5.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\sprite-723e419c.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\sprite-frame-1c023836.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\terrain-asset-42611908.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\terrain.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\texture-buffer-pool-32e209c1.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\transform-utils-65bf8251.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\tween.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\ui.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\vertex-format-bf491aa3.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\video.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\view-50c22e7e.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\webgl-define-47af0bf2.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\cocos\webview.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\first-screen.js", "JavaScript", 0, 0, 0, 241, 0, 20, 261
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\game.js", "JavaScript", 0, 0, 0, 76, 16, 9, 101
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\game.json", "JSON", 22, 0, 0, 0, 0, 1, 23
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\common\cache-manager.js", "JavaScript", 0, 0, 0, 232, 28, 28, 288
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\common\engine\AssetManager.js", "JavaScript", 0, 0, 0, 431, 6, 64, 501
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\common\engine\Editbox.js", "JavaScript", 0, 0, 0, 149, 1, 38, 188
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\common\engine\Game.js", "JavaScript", 0, 0, 0, 59, 1, 13, 73
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\common\engine\globalAdapter\ContainerStrategy.js", "JavaScript", 0, 0, 0, 15, 1, 5, 21
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\common\engine\globalAdapter\View.js", "JavaScript", 0, 0, 0, 34, 1, 4, 39
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\common\engine\globalAdapter\index.js", "JavaScript", 0, 0, 0, 5, 0, 1, 6
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\common\engine\index.js", "JavaScript", 0, 0, 0, 5, 0, 4, 9
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\common\engine\misc.js", "JavaScript", 0, 0, 0, 2, 0, 1, 3
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\common\xmldom\dom-parser.js", "JavaScript", 0, 0, 0, 195, 54, 41, 290
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\common\xmldom\dom.js", "JavaScript", 0, 0, 0, 1056, 133, 274, 1463
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\common\xmldom\entities.js", "JavaScript", 0, 0, 0, 244, 0, 1, 245
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\common\xmldom\sax.js", "JavaScript", 0, 0, 0, 522, 69, 156, 747
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\Audio.js", "JavaScript", 0, 0, 0, 231, 1, 41, 273
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\Canvas.js", "JavaScript", 0, 0, 0, 54, 3, 12, 69
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\Element.js", "JavaScript", 0, 0, 0, 31, 0, 19, 50
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\Event.js", "JavaScript", 0, 0, 0, 19, 0, 6, 25
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\EventIniter\MouseEvent.js", "JavaScript", 0, 0, 0, 11, 0, 4, 15
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\EventIniter\TouchEvent.js", "JavaScript", 0, 0, 0, 34, 0, 8, 42
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\EventIniter\index.js", "JavaScript", 0, 0, 0, 19, 0, 4, 23
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\EventTarget.js", "JavaScript", 0, 0, 0, 66, 0, 22, 88
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\FileReader.js", "JavaScript", 0, 0, 0, 20, 3, 8, 31
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\HTMLAudioElement.js", "JavaScript", 0, 0, 0, 27, 0, 18, 45
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\HTMLCanvasElement.js", "JavaScript", 0, 0, 0, 14, 7, 6, 27
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\HTMLElement.js", "JavaScript", 0, 0, 0, 79, 0, 25, 104
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\HTMLImageElement.js", "JavaScript", 0, 0, 0, 11, 7, 5, 23
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\HTMLMediaElement.js", "JavaScript", 0, 0, 0, 48, 0, 21, 69
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\HTMLVideoElement.js", "JavaScript", 0, 0, 0, 28, 0, 18, 46
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\Image.js", "JavaScript", 0, 0, 0, 14, 0, 6, 20
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\ImageBitmap.js", "JavaScript", 0, 0, 0, 11, 0, 5, 16
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\Node.js", "JavaScript", 0, 0, 0, 56, 4, 24, 84
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\WebGLRenderingContext.js", "JavaScript", 0, 0, 0, 307, 0, 5, 312
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\WebSocket.js", "JavaScript", 0, 0, 0, 88, 7, 22, 117
